timestamp,open,high,low,close,volume
2022-02-01,8.6000,8.8200,8.2594,8.5700,81503
2022-01-31,7.7900,8.5000,7.7900,8.3400,71055
2022-01-28,7.8200,8.1900,7.6600,7.8600,97128
2022-01-27,8.7035,9.0699,7.8600,7.9500,151992
2022-01-26,8.0700,10.0500,7.7501,8.6000,1296468
2022-01-25,7.9800,8.4500,7.3800,7.6300,105158
2022-01-24,8.2600,8.3900,7.6000,8.1200,154118
2022-01-21,8.8300,8.9500,8.4000,8.7400,74577
2022-01-20,9.1400,9.4980,8.9300,8.9600,44203
2022-01-19,9.4000,9.5000,9.0020,9.1400,46679
2022-01-18,9.4600,9.6600,9.2000,9.3800,51512
2022-01-14,9.8400,10.0761,9.3913,9.6800,49717
2022-01-13,10.2400,10.2400,9.8900,9.9600,41382
2022-01-12,10.3100,10.3850,10.0500,10.1100,49532
2022-01-11,10.0100,10.4999,10.0094,10.3400,38787
2022-01-10,10.6300,10.6300,9.8900,10.1000,123730
2022-01-07,10.9100,11.2150,10.3000,10.6200,168422
2022-01-06,10.1800,10.6800,10.0660,10.5000,178680
2022-01-05,11.1300,11.1300,10.2600,10.3000,72163
2022-01-04,11.7500,11.7900,10.8100,11.1100,122747
2022-01-03,10.9300,13.2600,10.8900,11.8400,509528
2021-12-31,11.1900,11.4700,10.6600,10.6800,140363
2021-12-30,11.0900,11.5000,11.0377,11.2000,131215
2021-12-29,11.6700,11.7200,11.0300,11.0800,80609
2021-12-28,11.9500,12.5000,11.4500,11.5700,156895
2021-12-27,12.3200,12.3200,11.9050,12.0500,53191
2021-12-23,12.1350,12.4121,11.9501,12.3300,71456
2021-12-22,12.2900,12.5599,12.2800,12.2900,46660
2021-12-21,12.5800,12.8300,12.3350,12.6100,48912
2021-12-20,12.4700,12.7000,11.8800,12.3300,63705
2021-12-17,12.0700,13.1814,12.0000,12.9300,143758
2021-12-16,12.5400,12.6766,11.9100,12.1500,46658
2021-12-15,12.3700,12.7670,11.8610,12.5400,69449
2021-12-14,12.2000,12.6300,12.0900,12.3700,93999
2021-12-13,13.0000,13.0000,12.3200,12.5100,88835
2021-12-10,13.0200,13.3300,12.8414,13.1200,89036
2021-12-09,13.3800,13.5200,12.7800,12.7800,67517
2021-12-08,13.5700,15.1300,13.4000,13.6000,490908
2021-12-07,13.3000,13.6500,13.1200,13.3600,101778
2021-12-06,12.1000,13.2200,11.7134,12.9900,227040
2021-12-03,13.4800,13.4800,12.1900,12.3800,155079
2021-12-02,12.9800,13.5400,12.8500,13.3500,191337
2021-12-01,14.0300,14.2200,12.9000,13.2300,177543
2021-11-30,13.9900,14.1000,13.6500,14.0300,124455
2021-11-29,14.4500,14.5900,13.8900,14.0300,87807
2021-11-26,13.9000,14.6000,13.8000,14.4500,160276
2021-11-24,14.3900,14.7500,14.2800,14.6200,76615
2021-11-23,14.9700,15.1300,14.1450,14.5000,186746
2021-11-22,15.0000,15.3150,14.6065,15.1400,227761
2021-11-19,15.0450,15.1900,14.8020,14.9900,152347
2021-11-18,15.4500,15.5699,14.7200,14.8600,171752
2021-11-17,15.5500,15.8000,15.3200,15.3900,132820
2021-11-16,15.9500,15.9500,15.3900,15.5100,199981
2021-11-15,15.9800,16.5400,15.7700,15.9500,374962
2021-11-12,16.1500,16.2100,15.7100,15.9400,107264
2021-11-11,15.8600,16.2300,15.8500,16.0000,119537
2021-11-10,16.0000,16.1899,15.7000,15.8600,163306
2021-11-09,16.1900,16.3300,15.8100,16.0700,173609
2021-11-08,16.0000,16.7500,15.9700,16.3600,323449
2021-11-05,16.2400,16.5100,16.0600,16.2300,211320
2021-11-04,16.2200,16.4800,16.0000,16.3000,274367
2021-11-03,16.5500,17.9300,16.0200,16.4500,1127679
2021-11-02,15.8900,16.0900,15.4500,16.0500,303416
2021-11-01,16.0500,16.4399,15.6000,15.9400,616647
2021-10-29,16.0000,16.3600,15.8900,16.1800,210651
2021-10-28,16.3150,16.6900,15.9800,16.5100,416678
2021-10-27,16.6000,16.6600,15.9700,16.0100,163123
2021-10-26,16.5000,16.9202,16.4001,16.7100,217488
2021-10-25,16.4500,17.0500,16.4500,16.8800,162305
2021-10-22,16.9000,17.0499,16.2500,16.5700,241312
2021-10-21,17.4900,17.7500,17.0290,17.0600,152090
2021-10-20,17.4800,17.7799,17.3100,17.5000,131258
2021-10-19,17.7000,18.0900,17.1000,17.5300,298151
2021-10-18,17.3100,17.7900,17.0501,17.6300,307659
2021-10-15,17.4900,18.2700,17.1900,17.3700,534821
2021-10-14,18.1400,18.4500,17.0100,18.1000,1697795
2021-10-13,22.6400,22.9200,17.8600,18.6500,12243978
2021-10-12,15.6100,19.1800,15.1300,19.1800,2790066
2021-10-11,15.2400,16.0800,15.2100,15.3500,144386
2021-10-08,15.8000,15.8000,15.2700,15.2700,82540
2021-10-07,15.3800,16.2000,15.3300,15.7000,138420
